Instance,Metric_Type,Correlation
TSPA,Best_V,0.3522592876159755
TSPA,Avg_V,0.2812378485823648
TSPA,Best_E,0.4808944698168089
TSPA,Avg_E,0.4885813994744772
TSPB,Best_V,0.4370888254153124
TSPB,Avg_V,0.3262964211597646
TSPB,Best_E,0.6126184485452609
TSPB,Avg_E,0.7075638399739804
